Group	Gene_name
group_2786	CLDN1
group_2788	ZEP3
group_278	MYEF2
group_2790	ASPH
group_27	LRP1
group_27	LRP4
group_27	LRP6
group_27	LRP1B
group_27	LRP2
group_280	ZFYV9
group_280	ZFY16
group_287	AN13B
group_287	AN13A
group_287	AN13D
group_288	SYVC
group_289	MD13L
group_289	MED13
group_28	ATS1
group_28	ATS20
group_28	ATS15
group_28	ATS9
group_290	RANB9
group_290	RBP10
group_291	ARHG7
group_2927	KAD5
group_2928	IQCB1
group_2929	PAK5
group_2929	PAK4
group_292	LMBL2
group_2930	IFT81
group_2931	CAMP2
group_2932	ENPP5
group_2933	PP1B
group_2933	PP1A
group_2933	PP1G
group_2933	PP11
group_2934	ASXL1
group_2935	DEAF1
group_2936	PGM2L
group_2937	NBL1
group_2938	AKP8L
group_2939	TOP1
group_2939	TOP1M
group_293	PHF2
group_293	KDM7A
group_293	PHF8
group_2940	ILDR2
group_2941	ACD
group_2941	CARL2
group_2942	SYT7
group_2943	ADRM1
group_2944	EHBP1
group_2945	NDUV1
group_2946	RUBIC
group_2947	AKAP2
group_2948	ARHGQ
group_2949	PGTA
group_294	HECD4
group_2950	RM24
group_2951	TBB2A
group_2951	TBB7
group_2951	TBB
group_2951	TBB4A
group_2952	PRP17
group_2953	PF21A
group_2954	MASP1
group_2954	SPEE
group_2955	DRS7B
group_2956	FCSD2
group_2957	NWD2
group_2958	THOC5
group_2959	LYRIC
group_295	ZN131
group_2960	EOGT
group_2961	D19L3
group_2962	EGLN
group_2963	PHF3
group_2964	ORC2
group_2965	SDHA
group_2966	ALDOA
group_2966	ALDOC
group_2966	ALFP1
group_2966	ALFC
group_2967	CE034
group_2968	HGNAT
group_2969	LORF2
group_296	SYAC
group_296	SYAM
group_2970	PTBP2
group_2970	PTBP3
group_2971	QKI
group_2972	GPAT4
group_2973	TPC11
group_2974	CASC3
group_2975	PHIPL
group_2975	PHYIP
group_2975	FA13C
group_2976	LGMN
group_2977	RIMKB
group_2978	WDR36
group_2979	MOT1
group_2979	MOT2
group_2980	SPA3N
group_2982	NEK9
group_2983	PLCD
group_2984	NICA
group_2985	NC2A
group_2986	HBS1L
group_2987	SYPL1
group_2988	NAB2
group_2989	ENTR1
group_2990	ZN644
group_2991	CLCN7
group_2992	NIM1
group_2994	SBP2L
group_2995	NCOA1
group_2996	AP1B1
group_2996	AP2B1
group_2997	MPP5
group_2998	RFC1
group_2999	AKAP1
group_299	VPP1
group_299	VPP2
group_299	VPP3
group_2	DYHC1
group_2	DYHC2
group_2	DYH1
group_2	DYH2
group_2	DYH9
group_3000	DYN2
group_3001	SELO
group_3001	GCP6
group_3002	SP130
group_3003	TBCE
group_3004	KPCZ
group_3004	KPCI
group_3005	ZN260
group_3005	OZF
group_3006	PDE7A
group_3006	PDE7B
group_3007	CNKR2
group_3008	ARFP2
group_3009	WDR18
group_300	FND3A
group_300	FND3B
group_3011	SRP54
group_3012	MAF1
group_3013	RTN4
group_3014	ATPA
group_3015	KPTN
group_3016	SCAFB
group_3017	NCK1
group_3017	NCK2
group_3018	RBCC1
group_3019	E2AK1
group_301	U520
group_301	ASCC3
group_3020	NMDZ1
group_3021	LKHA4
group_3022	KDM4B
group_3023	FLOT1
group_3024	TPPC2
group_3025	GLMN
group_3026	ZNFX1
group_3027	TMM8B
group_3027	PGAP6
group_3028	T176B
group_3029	RANG
group_302	MYT1L
group_302	ST18
group_302	MYT1
group_3030	LONM
group_3031	ZN483
group_3032	ZN512
group_3033	GLT11
group_3034	RGS14
group_3035	IGF1R
group_3035	INSR
group_3036	RSF1
group_3038	TAXB1
group_3039	OGFD1
group_303	SO1A4
group_303	SO1C1
group_3040	MTOR
group_3041	ETV5
group_3041	ETV1
group_3042	ICE1
group_3043	UB2J1
group_3044	DSRAD
group_3045	FA20C
group_3046	NBN
group_3047	AZI2
group_3049	FA13B
group_304	SLIT1
group_304	SLIT3
group_304	SLIT2
group_3050	ACLY
group_3051	LAT2
group_3051	AAA1
group_3052	RELL2
group_3054	ARG28
group_3056	IDHG1
group_3057	SF3A1
group_3058	SCMH1
group_3059	MCAF1
group_305	ITSN2
group_305	ITSN1
group_3061	DIXC1
group_3062	CP110
group_3063	NB5R4
group_3064	SNX13
group_3065	CSN3
group_3066	NISCH
group_3067	KCNJ4
group_3068	RUSC2
group_3069	HS12A
group_306	ASAP1
group_306	ASAP2
group_3070	CUL2
group_3071	PDCD4
group_3073	CP2J3
group_3074	ECSIT
group_3075	SYYC
group_3076	PBX1
group_3076	PBX2
group_3077	TM198
group_3078	RL35
group_3078	RL353
group_307	KIFC2
group_3080	DRC1
group_3081	PNISR
group_308	STIM1
group_308	STIM2
group_309	AMPD2
group_309	AMPD3
group_310	TPPC8
group_311	KAT6A
group_311	KAT6B
group_318	SORC3
group_318	SORC1
group_318	SORC2
group_319	DP13B
group_319	DP13A
group_320	ST7L
group_320	ST7
group_321	DZIP3
group_322	DLGP1
group_322	DLGP2
group_323	KLHL2
group_323	KLH20
group_323	KLHL3
group_323	KLH17
group_324	CLK3
group_324	CLK2
group_3255	CH60
group_3256	ZMYM5
group_3257	SERC3
group_3257	SERC1
group_3258	ZHX1
group_3259	F120B
group_3260	F234B
group_3261	CAM2B
group_3262	ATCAY
group_3263	SEM7A
group_3264	UBP10
group_3265	PPIL3
group_3265	NIF3L
group_3266	CNST
group_3267	BBS5
group_3268	UFL1
group_3269	PLD3
group_3270	SURF2
group_3271	MED24
group_3272	BROX
group_3274	TRIO
group_3275	PUM2
group_3276	HAP1
group_3277	RIC8A
group_3278	BTBDA
group_3279	FAF1
group_3280	LMTK3
group_3281	ABCF1
group_3282	MSI2H
group_3283	S45A1
group_3284	PLBL2
group_3285	LAMC1
group_3286	ARI4A
group_3287	UBP1
group_3288	M3K4
group_3289	NMD3A
group_3290	TNR19
group_3291	RMND1
group_3292	VP35L
group_3293	FOXJ3
group_3294	UBP45
group_3295	MTEF3
group_3296	SPKAP
group_3297	CD11B
group_3298	ATPB
group_3298	ATPBM
group_3299	COG7
group_32	CAD11
group_32	CAD10
group_32	CADH8
group_32	CAD22
group_32	CAD18
group_32	CADH9
group_32	CAD12
group_3300	SYNPO
group_3301	CATA
group_3302	WDR75
group_3304	EIF2A
group_3305	GNL3L
group_3306	RN111
group_3307	RPB2
group_3308	CRNL1
group_3309	UFD1
group_330	KLC1
group_330	KLC2
group_330	KLC4
group_3310	EXOC1
group_3311	LRC57
group_3312	4ET
group_3313	MCTP1
group_3314	NIT1
group_3316	EGR3
group_3317	RUN3A
group_3318	ARP3
group_3318	ARP3B
group_3319	MA7D1
group_331	EP400
group_331	RHG44
group_331	RHG17
group_3320	TBC23
group_3321	TATD2
group_3322	PHF24
group_3323	SIK3
group_3324	BBS7
group_3325	RL8
group_3325	RL2
group_3325	RL2C
group_3327	EGFL7
group_3328	MTHSD
group_3329	PANK3
group_3329	PANK2
group_332	CNNM4
group_332	CNNM1
group_332	CNNM2
group_3330	LC7L3
group_3331	TERF1
group_3332	NOL8
group_3333	AIFM1
group_3334	RBM28
group_3335	ERAL1
group_3336	TCPH
group_3337	CMTA1
group_3337	CMTA2
group_3338	OXR1
group_3339	SUN1
group_333	DOC2A
group_3340	ZPR1
group_3341	OGT1
group_3342	CC85A
group_3343	ULA1
group_3344	H6ST2
group_3344	H6ST1
group_3345	RB3GP
group_3346	RUND1
group_3347	UTP4
group_3348	ZN445
group_3349	XRCC6
group_334	ATRX
group_3350	JMJD6
group_3351	EIF3A
group_3352	TMOD2
group_3353	CNOT9
group_3354	CAN5
group_3355	NUFP1
group_3356	IDE
group_3357	FL2D
group_3359	AAGAB
group_335	USP9X
group_335	UBP24
group_3360	TPC14
group_3361	UBXN6
group_3362	GALT1
group_3363	RB15B
group_3363	RBM15
group_3364	RAC3
group_3365	NOL9
group_3366	GBRA4
group_3367	FA92A
group_3368	S23A2
group_3369	PKHA1
group_336	LIGO1
group_336	LIGO2
group_336	LIGO3
group_3370	IF2P
group_3371	MFA3L
group_3372	RED1
group_3372	RED2
group_3373	ECI2
group_3375	ARSB
group_3375	ARSJ
group_3376	ZN326
group_3377	NOVA1
group_3378	SYYM
group_3379	FXRD1
group_337	DVL1
group_337	DVL3
group_337	DVL2
group_3380	ARMC6
group_3381	SCC4
group_3382	CRAC1
group_3383	REQU
group_3384	PHF12
group_3385	PALMD
group_3386	URGCP
group_3387	SMAP2
group_3388	AFTIN
group_3389	BCL9
group_338	NCKP1
group_338	NCKPL
group_3390	GRAM4
group_3392	MED16
group_3393	ARL3
group_3393	DRD5
group_3394	CD37L
group_3395	KAT8
group_3396	YPEL5
group_3397	CHD9
group_3398	K1841
group_3399	TT39C
group_339	ILF3
group_339	STRBP
group_33	ZMYM3
group_33	ZMYM2
group_33	ZMYM4
group_3400	NCKX3
group_3400	NCKX4
group_3401	ADA15
group_3402	AINX
group_3403	DLDH
group_3404	STK39
group_3405	HEM1
group_3406	TP4AP
group_3407	DNJC2
group_3408	CKAP5
group_3409	MFSD1
group_340	MRCKB
group_340	MRCKA
group_3410	GRSF1
group_3412	SENP5
group_3413	GRN
group_3414	GGNB2
group_3415	TXD16
group_3416	SHRM2
group_3417	SRRT
group_3418	TCPG
group_3419	RNF10
group_341	KCNC2
group_341	KCNC4
group_341	KCNC1
group_3420	KLHL7
group_3421	PI42C
group_3422	VP37A
group_3423	PAQR8
group_3424	TM175
group_3425	TF3C5
group_3426	MAX
group_3427	GPTC1
group_3428	SENP6
group_3429	MFSD8
group_342	UNC80
group_3430	TM135
group_3431	ESCO1
group_3432	CAPAM
group_3434	HLTF
group_3434	RAD5
group_343	DIAP1
group_343	DIAP2
group_344	DGKD
group_344	DGKH
group_34561	EI2BG
group_34567	SOCS5
group_34567	SOCS4
group_34568	KIF2A
group_34572	SND1
group_34573	MYCPP
group_34575	INPP
group_34577	C99L2
group_34578	THIKA
group_34579	EST1A
group_34594	KCNQ2
group_345	TM181
group_34600	HOT
group_34601	KLH24
group_34607	TIF1A
group_34609	TLE1
group_34610	PK3CB
group_34612	PSMD4
group_34613	TIPIN
group_34616	LRC8B
group_34622	SLIK2
group_34623	TULP4
group_34624	SETD2
group_34627	RN208
group_34631	STRN
group_34636	RLF
group_34638	DOP2
group_34644	DNMT1
group_34645	RHG20
group_34647	CTNA1
group_34648	ARMX4
group_34649	SETD5
group_34651	KCNQ2
group_34653	SIN3A
group_34656	RIPR2
group_34657	RIR1
group_34660	UBP25
group_34662	SOS2
group_34665	BBLN
group_34666	CYTSA
group_34670	BACD3
group_34671	WDR7
group_34672	RIPR1
group_34673	RLF
group_34680	DCAF1
group_34683	RBGPR
group_34686	CAC1E
group_34687	BRNP3
group_34688	ROBO1
group_34689	TEX10
group_346	PK3CA
group_346	PK3CB
group_346	PK3CD
group_34704	ANR50
group_34705	NOL6
group_34707	AGRA1
group_34710	PREX1
group_34710	PREX2
group_34712	GLCE
group_34723	SRRM2
group_34723	CYFP2
group_34724	ROBO1
group_34728	MYCT
group_34729	SHAN2
group_34738	STRP1
group_34744	HUWE1
group_34747	EST1A
group_34753	ZN436
group_34755	DYR1A
group_34756	DLRB1
group_34761	IL6RB
group_34765	PDZD8
group_34769	P52K
group_34771	PCLO
group_34775	ZMYM5
group_34778	NISCH
group_34781	AQR
group_34784	NOCT
group_34789	SYT12
group_34790	BAP31
group_34792	PCX2
group_34793	LRRK2
group_34794	MPDZ
group_34795	RYK
group_34796	MED13
group_34798	N4BP1
group_347	DPYL1
group_347	DPYL2
group_347	DPYL4
group_347	DPYL5
group_347	DPYL3
group_34800	SMG7
group_34801	DNLI4
group_34803	ANR12
group_34804	EPHB1
group_34805	ERBIN
group_34806	TIE2
group_34810	COPB
group_34811	GPC1
group_34815	HECD1
group_34816	CCG2
group_34817	FAS
group_34819	ANM9
group_34821	NCOA5
group_34823	LMO7
group_34826	PCLO
group_34829	FAP20
group_34833	KCNH3
group_34836	AN13B
group_34839	EP400
group_34841	BD1L1
group_34842	PCDH1
group_34843	NCK2
group_34844	ETFD
group_34847	RLF
group_34849	TAF1
group_34850	FOXP1
group_34852	SF3B2
group_34853	TTBK2
group_34854	FUT9
group_34861	PIAS1
group_34864	SIAH1
group_34869	LGI2
group_34870	IF4G3
group_34871	K1841
group_34876	KHDC4
group_34877	UTRO
group_34882	VHL
group_34893	ARHGB
group_34894	PKHM2
group_34896	RUXE
group_34898	XPO6
group_34899	TBC19
group_348	MKNK2
group_348	MKNK1
group_34900	EWS
group_34902	SCP2
group_34903	PCDH1
group_34904	MACD2
group_34908	AKA10
group_34909	RBL2
group_34910	MAP1B
group_34914	STRN4
group_34915	NEO1
group_34916	LRP1
group_34917	ITAV
group_34917	ITA8
group_34918	HNRH2
group_34927	CYHR1
group_34928	LRRT1
group_34930	NLGN2
group_34931	GCSP
group_34933	CHD8
group_34935	VCAM1
group_34936	RPGF1
group_34940	LARP4
group_34941	NCOA2
group_34943	LAR4B
group_34945	CE170
group_34947	ADCY5
group_34949	ELOF1
group_34950	MTOR
group_34951	PCBP2
group_34953	RBM45
group_34954	CE170
group_34956	DGLB
group_34965	HCFC1
group_34966	2A5B
group_34970	SON
group_34971	NEMF
group_34972	OPRX
group_34974	K1109
group_34980	MEF2D
group_34986	SUGP2
group_34987	RASA2
group_34988	ANR28
group_34990	TNIP1
group_34991	PLCL1
group_34994	CRNL1
group_34995	BAG6
group_34996	PHF3
group_34998	WNK2
group_349	SC24B
group_349	SC24A
group_34	RYR2
group_34	RYR1
group_34	RYR3
group_35002	2ABG
group_35003	KDM4C
group_35006	HTR5B
group_35008	GRIK5
group_35011	MED13
group_35021	JIP3
group_35023	HYES
group_35024	CRIM1
group_35025	TMCC1
group_35030	MAGT1
group_35033	NCPR
group_35035	EMAL2
group_35039	CLAP1
group_35040	SIN3A
group_35044	M3K4
group_35049	CAMP1
group_35050	TPC10
group_35056	RHG21
group_35060	S2544
group_35062	NETO2
group_35064	ANR12
group_35068	SR140
group_35069	TANC2
group_35070	GLPK
group_35072	RHG26
group_35074	MOES
group_35077	EXOC1
group_35079	BOP1
group_35081	SLIK4
group_35083	MPDZ
group_35084	TIAM1
group_35086	KCNB1
group_35088	TTPAL
group_35091	SYTC2
group_35092	PHLP1
group_35093	TANC2
group_35094	UBP24
group_35095	ARP21
group_35099	WDFY3
group_350	M3K12
group_35100	GDE
group_35104	PREX2
group_35106	PCDH1
group_35109	NIPBL
group_35114	SH3B4
group_35121	GBRG1
group_35127	NMD3A
group_35128	LRP1
group_35131	FRY
group_35136	NAV3
group_35136	NAV2
group_35139	LMBL2
group_35141	SORC1
group_35143	ARF2
group_35148	PREX2
group_35151	CTND2
group_35154	MYCB2
group_35155	PLCL1
group_35159	HECD4
group_35164	MA1C1
group_35165	SORC3
group_35166	DYST
group_35167	NRX2A
group_35172	DHX29
group_35175	MYOME
group_35178	RS27L
group_35183	TRPC4
group_35184	CSKP
group_35185	CSK
group_35186	PCDH9
group_35188	KTAP2
group_35190	AP1S1
group_35195	HAKAI
group_35196	BMPR2
group_35198	MIB1
group_35199	DOCK9
group_351	ZCHC2
group_35207	ATRN
group_35214	ANKH1
group_35216	FAKD4
group_35217	NEDD8
group_35218	DTNA
group_35219	TLK2
group_35223	OTUD5
group_35225	KCC2G
group_35229	TM87A
group_35230	RB15B
group_35231	AGAP2
group_35231	AGAP3
group_35232	RAMP1
group_35235	LARP4
group_35237	GPTC4
group_35238	LSM8
group_35240	CFAH
group_35241	DOCK9
group_35243	SNAB
group_35246	HECAM
group_35247	PCDB4
group_35249	DLGP3
group_35250	PK3CB
group_35250	PK3CD
group_35251	LIPA3
group_35253	SOS2
group_35261	SMHD1
group_35265	PAMR1
group_35270	GRM8
group_35272	HERC4
group_35273	AT133
group_35278	BRD3
group_35279	DNMT1
group_35280	PLCL1
group_35282	PI4KB
group_35283	FNIP1
group_35284	ZN445
group_35286	MYCPP
group_35286	DEN4B
group_35287	PRP4B
group_35293	PCLO
group_35295	CAC1A
group_35298	ITB5
group_352	FAK1
group_352	FAK2
group_35302	SCAFB
group_35304	MYCPP
group_35309	TT39C
group_353	CELF2
group_353	CELF1
group_354	NEC1
group_354	PCSK5
group_354	PCSK6
group_354	FURIN
group_35	KDM5B
group_35	KDM5A
group_35	KDM5C
group_35	KDM5D
group_361	KPCE
group_361	KPCA
group_361	KPCB
group_361	KPCG
group_3628	GBRAP
group_3629	SYNM
group_3629	SYN
group_362	LZTR1
group_3630	RTF1
group_3631	AKAP6
group_3632	CUX1
group_3632	CASP
group_3633	PEX19
group_3634	SMS1
group_3635	EIPR1
group_3636	F1711
group_3637	SCN3B
group_3638	NFM
group_3638	CMTA2
group_3639	NOL11
group_363	ADDA
group_363	ADDB
group_363	ADDG
group_3640	ATG4C
group_3641	RMXL1
group_3641	RBMX
group_3642	HCD2
group_3643	CHID1
group_3644	AKP8L
group_3645	SERB
group_3646	RSCA1
group_3646	DDI2
group_3647	S38A1
group_3648	CTNB1
group_3648	PLAK
group_3649	SGK1
group_364	FRYL
group_364	FRY
group_3650	RIN2
group_3651	UCP5
group_3652	MA7D2
group_3653	ZNF32
group_3654	TGFA1
group_3655	PORCN
group_3656	TMCO3
group_3657	NFS1
group_3658	SNTG1
group_3659	ANR11
group_365	SYTC2
group_365	SYTC
group_365	SYTM
group_3660	3BP5
group_3661	MBOA2
group_3662	RBL2A
group_3664	ATN1
group_3665	TAF1B
group_3666	ZC11A
group_3667	APEX1
group_3668	IQEC3
group_3669	SYLC
group_366	UGGG1
group_366	UGGG2
group_3670	LRC41
group_3672	SHF
group_3673	SRCN1
group_3674	NAA35
group_3675	CK5P1
group_3676	PKHG5
group_3677	ASB3
group_3678	ARHGB
group_3679	MSH2
group_367	IPO4
group_3680	VPS52
group_3681	MAP4
group_3682	PMGT1
group_3683	BTBD3
group_3683	BTBD6
group_3684	UXS1
group_3685	CUED1
group_3686	HNRPC
group_3687	ENAH
group_3688	ARC1A
group_3688	ARC1B
group_3689	PUF60
group_368	PTPRZ
group_368	PTPRG
group_3690	FIBP
group_3691	RIOK3
group_3692	DTX3
group_3693	ERGI3
group_3694	MEF2A
group_3695	UBP2
group_3696	MKRN1
group_3697	ARHG3
group_3697	ARHG8
group_3698	INT3
group_3699	ARI1A
group_369	SMRD3
group_369	SMRD1
group_369	SMRD2
group_36	WNK2
group_36	WNK1
group_36	WNK4
group_36	WNK3
group_3700	FBX7
group_3701	ENV1
group_3701	ENV
group_3702	UFSP2
group_3703	BCAS3
group_3705	SRRM1
group_3706	LZTS3
group_3707	RHG21
group_3708	ANRA2
group_3709	C2CD3
group_370	EYA3
group_3710	ZN322
group_3711	CDK4
group_3712	T2FA
group_3713	DALD3
group_3713	WDR6
group_3714	RRAGB
group_3714	RRAGA
group_3715	MGAT1
group_3716	TPPC9
group_3717	CN119
group_3718	NGLY1
group_3719	NELFB
group_371	THOC1
group_371	UBP14
group_3720	UBP48
group_3721	ABCG2
group_3722	HSP7E
group_3723	BTBDB
group_3723	ABTB2
group_3725	PRGC1
group_3726	MIGA1
group_3727	GLCI1
group_3728	G137B
group_3729	PDXL2
group_3729	EP400
group_372	CXXC1
group_3730	GSH1
group_3731	COMT
group_3732	ZBT11
group_3733	BTBD9
group_3734	AFF4
group_3736	NLGN1
group_3737	LNP
group_3738	NUCB1
group_3739	EXTL3
group_373	CUX2
group_3740	S39AA
group_3741	RP3A
group_3742	ZN207
group_3743	YIPF3
group_3744	CPSF2
group_3746	GPCP1
group_3747	TDRKH
group_3748	GOLI4
group_3749	TRIM8
group_374	PB1
group_3750	MIO
group_3752	PPAL
group_3753	MKKS
group_3754	GPC1
group_3755	ZBTB6
group_3756	SRGEF
group_3757	STK16
group_3758	PTN1
group_3759	ZCHC8
group_375	JKIP2
group_375	JKIP1
group_375	JKIP3
group_3760	CEP57
group_3761	TRAF3
group_3763	MATR3
group_3764	CATF
group_3765	DNJA1
group_3765	DNJA4
group_3766	PSD3
group_3767	PUR9
group_3768	MP2K4
group_3769	RB
group_376	MTG8R
group_376	MTG16
group_3770	ECHD1
group_3771	SYT17
group_3772	I5P1
group_3773	ZYX
group_3774	EIF3B
group_3775	GRID1
group_3775	GRID2
group_3776	UBR3
group_3777	IDH3B
group_3778	F131A
group_3779	RRP7A
group_377	GOGA4
group_3781	CSN6
group_3783	MPP8
group_3784	RRBP1
group_3786	HBP1
group_3787	STK4
group_3787	STK3
group_3788	ODR4
group_378	TENR
group_3790	AGFG2
group_3791	SYDM
group_3792	MASP2
group_3793	ZC3HD
group_3794	B4GT5
group_3794	B4GT6
group_3795	PI4KB
group_3797	CPLX1
group_3798	ZFPL1
group_3799	FSTL5
group_3799	FSTL4
group_37	LIPA3
group_37	LIPA2
group_37	LIPA1
group_37	LIPA4
group_3800	UBE3C
group_3801	MACOI
group_3802	CREB3
group_3802	GBA2
group_3804	SENP3
group_3805	ERF3A
group_3805	ERF3B
group_3806	RT30
group_3807	ABHEA
group_3808	TPC13
group_3809	EF2K
group_380	CIZ1
group_3810	SPON1
group_3811	MET14
group_3812	TRI27
group_3813	GLPK
group_3814	ABCD2
group_3814	ABCD1
group_3815	SFXN1
group_3815	SFXN3
group_3816	CLPB
group_3817	DCLK2
group_3818	BMR1A
group_3818	BMR1B
group_3819	ERLN2
group_3819	ERLN1
group_381	BAZ2A
group_3820	NU155
group_3821	FBXW8
group_3822	EIF2D
group_3823	MINY3
group_3824	PGPS1
group_3825	MTUS1
group_383	SV2B
group_383	SV2A
group_38	S4A10
group_38	B3A3
group_38	S4A4
group_38	S4A8
group_38	S4A7
group_392	BIRC6
group_393	PCD17
group_393	PCDH8
group_393	PCD10
group_393	PCD19
group_394	BRD8
group_395	ITCH
group_395	WWP1
group_395	WWP2
group_396	KIF5A
group_396	KINH
group_396	KIF5C
group_397	MAP4
group_398	IF122
group_399	SMAD2
group_399	SMAD1
group_399	SMAD3
group_39	AT11B
group_39	AT8A1
group_39	AT8B2
group_39	AT11A
group_39	AT8A2
group_39	AT11C
group_400	GON4L
group_401	SMG1
group_402	ULK1
group_402	ULK2
group_403	AMPB
group_403	RNPL1
group_404	MY18A
group_404	MY18B
group_4051	CSDE1
group_4052	POL
group_4053	ACTB
group_4053	ACTG
group_4054	TB22A
group_4054	TB22B
group_4055	UGDH
group_4056	F91A1
group_4057	MMSA
group_4058	ACTY
group_4058	ACTZ
group_4059	COG4
group_405	SURF1
group_4060	MFD4A
group_4061	NF2L1
group_4062	NU107
group_4063	FOXK2
group_4063	FOXK1
group_4064	PCX4
group_4065	PTGR2
group_4066	KAPCA
group_4067	AIDA
group_4068	CBPC1
group_4069	F193A
group_4070	S38A2
group_4071	KIF2A
group_4072	BACD1
group_4072	BACD2
group_4073	EXOS9
group_4074	GNT2A
group_4074	GCNT2
group_4075	DAG1
group_4076	MP2K5
group_4077	CH3L1
group_4078	RBM39
group_4079	HDAC6
group_4080	INT8
group_4081	SEN2
group_4082	CC136
group_4083	RNH
group_4083	POL
group_4084	PESC
group_4085	GMPR1
group_4085	GMPR2
group_4086	CHMP7
group_4088	UBX2B
group_4089	TFE3
group_4090	GZF1
group_4091	CTRO
group_4092	SUGP2
group_4093	LRRK2
group_4094	WFS1
group_4095	EPS8
group_4096	PIGS
group_4097	SASH1
group_4098	SUGP1
group_4099	RN215
group_40	NSD1
group_40	NSD2
group_40	NSD3
group_4100	STOX2
group_4101	DDX1
group_4102	COG6
group_4103	RPTOR
group_4104	CH034
group_4105	Z385A
group_4106	VGF
group_4107	TBC30
group_4108	LMA2L
group_4109	CLP1L
group_4110	TCO2
group_4111	P4K2A
group_4112	UBA3
group_4113	NS1BP
group_4114	HID1
group_4115	PDE2A
group_4116	S35C2
group_4118	TBG1
group_4118	TBG2
group_4119	SHSA7
group_411	SLIK3
group_411	SLIK5
group_411	SLIK2
group_411	SLIK4
group_4120	SHSA7
group_4121	ARI1A
group_4121	ARI1B
group_4122	D19L1
group_4123	NRG3
group_4124	IPO11
group_4125	SYEP
group_4126	ZY11B
group_4127	ZCC18
group_4128	CB069
group_4129	ORC3
group_412	SYBU
group_412	BRD4
group_412	BRD3
group_4130	DCNL4
group_4131	GASP1
group_4131	GASP2
group_4132	CUL5
group_4133	K0232
group_4134	MACD2
group_4135	SLK
group_4136	IF4B
group_4137	CPSF7
group_4138	TTC19
group_4139	CCNC
group_413	SRGP2
group_413	SRGP3
group_413	SRG2B
group_4140	ADPGK
group_4141	DREB
group_4142	ELP2
group_4143	SNR40
group_4144	OCRL
group_4145	ACINU
group_4146	HM13
group_4147	PGM1
group_4147	PGM
group_4148	TDRD3
group_4149	PPR21
group_414	HYOU1
group_4150	TM1L1
group_4151	EFGM
group_4152	AKIP
group_4154	ACES
group_4155	CEP68
group_4156	GPTC4
group_4157	TXN4B
group_4158	PUM3
group_4159	ZN839
group_415	EP300
group_415	CBP
group_4160	NCALD
group_4161	TNPO3
group_4162	DCUP
group_4163	EF1A1
group_4163	EF1A2
group_4163	EF1A
group_4164	2AAA
group_4164	2AAB
group_4165	PSA
group_4166	CATD
group_4167	DJC10
group_4168	RRN3
group_4169	EDC4
group_416	HUWE1
group_416	RBM27
group_4170	GBB2
group_4170	GBB1
group_4171	PP1RA
group_4172	AOFB
group_4172	AOFA
group_4173	ARPC4
group_4174	UBP12
group_4174	UBP46
group_4175	DCAM1
group_4176	RN167
group_4177	DSEL
group_4178	GNPI2
group_4178	GNPI1
group_4179	ENPP4
group_417	MDR1A
group_417	MDR3
group_417	MDR1B
group_4180	CPSF5
group_4181	ZFP59
group_4181	ZN616
group_4181	Z780A
group_4182	COPT1
group_4183	AROS
group_4184	NAB1
group_4185	CDS1
group_4185	CDS2
group_4186	ASH2L
group_4187	PSMD5
group_4188	NELFA
group_4189	MSH3
group_418	KRIT1
group_4190	GPR85
group_4191	AGAP3
group_4192	RPAC1
group_4193	DMAP1
group_4194	NELFE
group_4196	ZNHI3
group_4197	IP3KA
group_4198	QSOX2
group_4199	GSLG1
group_419	SLMAP
group_41	ANK2
group_41	ANK3
group_4200	FEZF2
group_4201	ZBT18
group_4202	KCC1B
group_4203	POMT2
group_4204	SH3G2
group_4204	SH3G1
group_4205	P66B
group_4206	ARFG1
group_4207	NF2L2
group_4208	ZEP2
group_4209	ZN148
group_420	EHMT2
group_420	EHMT1
group_4210	WDR91
group_4211	SKI
group_4212	TESK1
group_4213	APH1A
group_4214	UBF1
group_4214	UBFL1
group_4215	MANEL
group_4215	MANEA
group_4217	CSTF1
group_4218	RFNG
group_4219	TB182
group_421	HIPK3
group_421	HIPK1
group_421	HIPK2
group_4220	RHBT3
group_4221	MET22
group_4222	IMB1
group_4223	SRR
group_4224	MET17
group_4225	ODP2
group_4226	KLD10
group_4227	NECT3
group_4228	TUSC3
group_4229	MRCKA
group_422	COPG2
group_422	COPG1
group_4230	ZNT9
group_4231	TCAF1
group_4232	MICU3
group_4233	ATG3
group_4234	DX39B
group_4234	DX39A
group_4235	ENTP4
group_4236	ATAD1
group_4237	NARF
group_4238	CHSTF
group_4239	TAP26
group_4239	MET25
group_423	PABP4
group_423	PABP1
group_4240	PPIL4
group_4241	DCTN3
group_4242	AIMP2
group_4243	NDUF7
group_4244	LYAR
group_4245	ERGI2
group_4246	F131B
group_4247	S2544
group_4248	LMBL3
group_4249	COT1
group_424	UBP25
group_424	UBP28
group_4250	BEX2
group_4251	RFIP3
group_4252	R3HD2
group_4253	ZN827
group_4254	TM87B
group_4255	DLGP3
group_4256	HMGCL
group_4257	ABCE1
group_4257	AB2E
group_4258	OS9
group_4259	CX038
group_425	XPOT
group_4260	ZC3H4
group_4260	ZC3H8
group_4261	EDC4
group_426	PSME4
group_426	TSN33
group_427	HSF1
group_428	PEX1
group_429	HNRPR
group_429	HNRPQ
group_42	MACF1
group_42	DYST
group_42	PLEC
group_430	SOGA3
